pixel_id,ocean
12035,South Pacific Ocean
12036,South Pacific Ocean
12037,South Pacific Ocean
12038,South Pacific Ocean
12039,South Pacific Ocean
12040,South Pacific Ocean
12041,South Pacific Ocean
12042,South Pacific Ocean
12043,South Pacific Ocean
12044,South Pacific Ocean
12045,South Pacific Ocean
12046,South Pacific Ocean
12047,South Pacific Ocean
12048,South Pacific Ocean
12049,South Pacific Ocean
12050,South Pacific Ocean
12051,South Pacific Ocean
12052,South Pacific Ocean
12053,South Pacific Ocean
12054,South Pacific Ocean
12055,South Pacific Ocean
12056,South Pacific Ocean
12057,South Pacific Ocean
12058,South Pacific Ocean
12059,South Pacific Ocean
12060,South Pacific Ocean
12061,South Pacific Ocean
12062,South Pacific Ocean
12063,South Pacific Ocean
12064,South Atlantic Ocean
12065,South Atlantic Ocean
12066,South Atlantic Ocean
12067,South Atlantic Ocean
12068,South Atlantic Ocean
12069,South Atlantic Ocean
12070,South Atlantic Ocean
12071,South Atlantic Ocean
12072,South Atlantic Ocean
12073,South Atlantic Ocean
12074,South Atlantic Ocean
12075,South Atlantic Ocean
12076,South Atlantic Ocean
12077,South Atlantic Ocean
12078,South Atlantic Ocean
12079,South Atlantic Ocean
12080,South Atlantic Ocean
12081,South Atlantic Ocean
12082,South Atlantic Ocean
12083,South Atlantic Ocean
12084,South Atlantic Ocean
12085,South Atlantic Ocean
12086,South Atlantic Ocean
12087,South Atlantic Ocean
12088,South Atlantic Ocean
12089,South Atlantic Ocean
12090,South Atlantic Ocean
12091,South Atlantic Ocean
12092,South Atlantic Ocean
12093,South Atlantic Ocean
12094,South Atlantic Ocean
12095,South Atlantic Ocean
12096,South Atlantic Ocean
12097,South Atlantic Ocean
12098,South Atlantic Ocean
12099,South Atlantic Ocean
12100,South Atlantic Ocean
12101,South Atlantic Ocean
12102,South Atlantic Ocean
12103,South Atlantic Ocean
12104,South Atlantic Ocean
12105,South Atlantic Ocean
12106,South Atlantic Ocean
12107,South Atlantic Ocean
12108,South Atlantic Ocean
12109,South Atlantic Ocean
12110,South Atlantic Ocean
12111,South Atlantic Ocean
12112,South Atlantic Ocean
12113,South Atlantic Ocean
12114,South Atlantic Ocean
12115,South Atlantic Ocean
12116,South Atlantic Ocean
12117,South Atlantic Ocean
12118,South Atlantic Ocean
12119,South Atlantic Ocean
12120,South Atlantic Ocean
12121,South Atlantic Ocean
12122,South Atlantic Ocean
12123,South Atlantic Ocean
12124,South Atlantic Ocean
12125,South Atlantic Ocean
12126,South Atlantic Ocean
12127,South Atlantic Ocean
12128,South Atlantic Ocean
12129,South Atlantic Ocean
12130,South Atlantic Ocean
12131,South Atlantic Ocean
12132,South Atlantic Ocean
12133,South Atlantic Ocean
12134,South Atlantic Ocean
12135,South Atlantic Ocean
12136,South Atlantic Ocean
12137,South Atlantic Ocean
12138,South Atlantic Ocean
12139,South Atlantic Ocean
12140,South Atlantic Ocean
12141,South Atlantic Ocean
12142,South Atlantic Ocean
12143,South Atlantic Ocean
12144,South Atlantic Ocean
12145,South Atlantic Ocean
12146,South Atlantic Ocean
12147,South Atlantic Ocean
12148,South Atlantic Ocean
12149,Indian Ocean
12150,Indian Ocean
12151,Indian Ocean
12152,Indian Ocean
12153,Indian Ocean
12154,Indian Ocean
12155,Indian Ocean
12156,Indian Ocean
12157,Indian Ocean
12158,Indian Ocean
12159,Indian Ocean
12160,Indian Ocean
12161,Indian Ocean
12162,Indian Ocean
12163,Indian Ocean
12164,Indian Ocean
12165,Indian Ocean
12166,Indian Ocean
12167,Indian Ocean
12168,Indian Ocean
12169,Indian Ocean
12170,Indian Ocean
12171,Indian Ocean
12172,Indian Ocean
12173,Indian Ocean
12174,Indian Ocean
12175,Indian Ocean
12176,Indian Ocean
12177,Indian Ocean
12178,Indian Ocean
12179,Indian Ocean
12180,Indian Ocean
12181,Indian Ocean
12182,Indian Ocean
12183,Indian Ocean
12184,Indian Ocean
12185,Indian Ocean
12186,Indian Ocean
12187,Indian Ocean
12188,Indian Ocean
12189,Indian Ocean
12190,Indian Ocean
12191,Indian Ocean
12192,Indian Ocean
12193,Indian Ocean
12194,Indian Ocean
12195,Indian Ocean
12196,Indian Ocean
12197,Indian Ocean
12198,Indian Ocean
12199,Indian Ocean
12200,Indian Ocean
12201,Indian Ocean
12202,Indian Ocean
12203,Indian Ocean
12204,Indian Ocean
12205,Indian Ocean
12206,Indian Ocean
12207,Indian Ocean
12208,Indian Ocean
12209,Indian Ocean
12210,Indian Ocean
12211,Indian Ocean
12212,Indian Ocean
12213,Indian Ocean
12214,Indian Ocean
12215,Indian Ocean
12216,Indian Ocean
12217,Indian Ocean
12218,Indian Ocean
12219,Indian Ocean
12220,Indian Ocean
12221,Indian Ocean
12222,Indian Ocean
12223,Indian Ocean
12224,Indian Ocean
12225,Indian Ocean
12226,Indian Ocean
12227,Indian Ocean
12228,Indian Ocean
12229,Indian Ocean
12230,Indian Ocean
12231,Indian Ocean
12232,Indian Ocean
12233,Indian Ocean
12234,Indian Ocean
12235,Indian Ocean
12236,Indian Ocean
12237,Indian Ocean
12238,Indian Ocean
12239,Indian Ocean
12240,Indian Ocean
12241,Indian Ocean
12242,Indian Ocean
12243,Indian Ocean
12244,Indian Ocean
12245,Indian Ocean
12246,Indian Ocean
12247,Indian Ocean
12248,Indian Ocean
12249,Indian Ocean
12250,Indian Ocean
12251,Indian Ocean
12252,Indian Ocean
12253,Indian Ocean
12254,Indian Ocean
12255,Indian Ocean
12256,Indian Ocean
12257,Indian Ocean
12258,Indian Ocean
12259,Indian Ocean
12260,Indian Ocean
12261,Indian Ocean
12262,Indian Ocean
12263,Indian Ocean
12264,Indian Ocean
12265,Indian Ocean
12266,Indian Ocean
12267,Indian Ocean
12268,Indian Ocean
12269,Indian Ocean
12270,Indian Ocean
12271,Indian Ocean
12272,Indian Ocean
12273,Indian Ocean
12274,South Pacific Ocean
12275,South Pacific Ocean
12276,South Pacific Ocean
12277,South Pacific Ocean
12278,South Pacific Ocean
12279,South Pacific Ocean
12280,South Pacific Ocean
12281,South Pacific Ocean
12282,South Pacific Ocean
12283,South Pacific Ocean
12284,South Pacific Ocean
12285,South Pacific Ocean
12286,South Pacific Ocean
12287,South Pacific Ocean
12288,South Pacific Ocean
12289,South Pacific Ocean
12290,South Pacific Ocean
12291,South Pacific Ocean
12292,South Pacific Ocean
12293,South Pacific Ocean
12294,South Pacific Ocean
12295,South Pacific Ocean
12296,South Pacific Ocean
12297,
12298,
12299,
12300,
12301,South Pacific Ocean
12302,South Pacific Ocean
12303,South Pacific Ocean
12304,South Pacific Ocean
12305,South Pacific Ocean
12306,
12307,
12308,
12309,
12310,
12311,
12312,
12313,
12314,
12315,
12316,
12317,
12318,
12319,
12320,
12321,South Pacific Ocean
12322,South Pacific Ocean
12323,South Pacific Ocean
12324,South Pacific Ocean
12325,South Pacific Ocean
12326,South Pacific Ocean
12327,South Pacific Ocean
12328,South Pacific Ocean
12329,South Pacific Ocean
12330,South Pacific Ocean
12331,South Pacific Ocean
12332,South Pacific Ocean
12333,South Pacific Ocean
12334,South Pacific Ocean
12335,South Pacific Ocean
12336,South Pacific Ocean
12337,South Pacific Ocean
12338,South Pacific Ocean
12339,South Pacific Ocean
12340,South Pacific Ocean
12341,South Pacific Ocean
12342,South Pacific Ocean
12343,South Pacific Ocean
12344,South Pacific Ocean
12345,South Pacific Ocean
12346,South Pacific Ocean
12347,South Pacific Ocean
12348,South Pacific Ocean
12349,South Pacific Ocean
12350,South Pacific Ocean
12351,South Pacific Ocean
12352,South Pacific Ocean
12353,South Pacific Ocean
12354,South Pacific Ocean
12355,South Pacific Ocean
12356,South Pacific Ocean
12357,South Pacific Ocean
12358,South Pacific Ocean
12359,South Pacific Ocean
12360,South Pacific Ocean
12361,South Pacific Ocean
12362,South Pacific Ocean
12363,South Pacific Ocean
12364,South Pacific Ocean
12365,South Pacific Ocean
12366,South Pacific Ocean
12367,South Pacific Ocean
12368,South Pacific Ocean
12369,South Pacific Ocean
12370,South Pacific Ocean
12371,South Pacific Ocean
12372,South Pacific Ocean
12373,South Pacific Ocean
12374,South Pacific Ocean
12375,South Pacific Ocean
12376,South Pacific Ocean
12377,South Pacific Ocean
12378,South Pacific Ocean
12379,South Pacific Ocean
12380,South Pacific Ocean
12381,South Pacific Ocean
12382,South Pacific Ocean
12383,South Pacific Ocean
12384,South Pacific Ocean
12385,South Pacific Ocean
12386,South Pacific Ocean
12387,South Pacific Ocean
12388,South Pacific Ocean
12389,South Pacific Ocean
12390,South Pacific Ocean
12391,South Pacific Ocean
12392,South Pacific Ocean
12393,South Pacific Ocean
12394,South Pacific Ocean
12395,South Pacific Ocean
12396,South Pacific Ocean
12397,South Pacific Ocean
12398,South Pacific Ocean
12399,South Pacific Ocean
12400,South Pacific Ocean
12401,South Pacific Ocean
12402,South Pacific Ocean
12403,South Pacific Ocean
12404,South Pacific Ocean
12405,South Pacific Ocean
12406,South Pacific Ocean
12407,South Pacific Ocean
12408,South Pacific Ocean
12409,South Pacific Ocean
12410,South Pacific Ocean
12411,South Pacific Ocean
12412,South Pacific Ocean
12413,South Pacific Ocean
12414,South Pacific Ocean
12415,South Pacific Ocean
12416,South Atlantic Ocean
12417,South Atlantic Ocean
12418,South Atlantic Ocean
12419,South Atlantic Ocean
12420,South Atlantic Ocean
12421,South Atlantic Ocean
12422,South Atlantic Ocean
12423,South Atlantic Ocean
12424,South Atlantic Ocean
12425,South Atlantic Ocean
12426,South Atlantic Ocean
12427,South Atlantic Ocean
12428,South Atlantic Ocean
12429,South Atlantic Ocean
12430,South Atlantic Ocean
12431,South Atlantic Ocean
12432,South Atlantic Ocean
12433,South Atlantic Ocean
12434,South Atlantic Ocean
12435,South Atlantic Ocean
12436,South Atlantic Ocean
12437,South Atlantic Ocean
12438,South Atlantic Ocean
12439,South Atlantic Ocean
12440,South Atlantic Ocean
12441,South Atlantic Ocean
12442,South Atlantic Ocean
12443,South Atlantic Ocean
12444,South Atlantic Ocean
12445,South Atlantic Ocean
12446,South Atlantic Ocean
12447,South Atlantic Ocean
12448,South Atlantic Ocean
12449,South Atlantic Ocean
12450,South Atlantic Ocean
12451,South Atlantic Ocean
12452,South Atlantic Ocean
12453,South Atlantic Ocean
12454,South Atlantic Ocean
12455,South Atlantic Ocean
12456,South Atlantic Ocean
12457,South Atlantic Ocean
12458,South Atlantic Ocean
12459,South Atlantic Ocean
12460,South Atlantic Ocean
12461,South Atlantic Ocean
12462,South Atlantic Ocean
12463,South Atlantic Ocean
12464,South Atlantic Ocean
12465,South Atlantic Ocean
12466,South Atlantic Ocean
12467,South Atlantic Ocean
12468,South Atlantic Ocean
12469,South Atlantic Ocean
12470,South Atlantic Ocean
12471,South Atlantic Ocean
12472,South Atlantic Ocean
12473,South Atlantic Ocean
12474,South Atlantic Ocean
12475,South Atlantic Ocean
12476,South Atlantic Ocean
12477,South Atlantic Ocean
12478,South Atlantic Ocean
12479,South Atlantic Ocean
12480,South Atlantic Ocean
12481,South Atlantic Ocean
12482,South Atlantic Ocean
12483,South Atlantic Ocean
12484,South Atlantic Ocean
12485,South Atlantic Ocean
12486,South Atlantic Ocean
12487,South Atlantic Ocean
12488,South Atlantic Ocean
12489,South Atlantic Ocean
12490,South Atlantic Ocean
12491,South Atlantic Ocean
12492,South Atlantic Ocean
12493,South Atlantic Ocean
12494,South Atlantic Ocean
12495,South Atlantic Ocean
12496,South Atlantic Ocean
12497,South Atlantic Ocean
12498,South Atlantic Ocean
12499,Indian Ocean
12500,Indian Ocean
12501,Indian Ocean
12502,Indian Ocean
12503,Indian Ocean
12504,Indian Ocean
12505,Indian Ocean
12506,Indian Ocean
12507,Indian Ocean
12508,Indian Ocean
12509,Indian Ocean
12510,Indian Ocean
12511,Indian Ocean
12512,Indian Ocean
12513,Indian Ocean
12514,Indian Ocean
12515,Indian Ocean
12516,Indian Ocean
12517,Indian Ocean
12518,Indian Ocean
12519,Indian Ocean
12520,Indian Ocean
12521,Indian Ocean
12522,Indian Ocean
12523,Indian Ocean
12524,Indian Ocean
12525,Indian Ocean
12526,Indian Ocean
12527,Indian Ocean
12528,Indian Ocean
12529,Indian Ocean
12530,Indian Ocean
12531,Indian Ocean
12532,Indian Ocean
12533,Indian Ocean
12534,Indian Ocean
12535,Indian Ocean
12536,Indian Ocean
12537,Indian Ocean
12538,Indian Ocean
12539,Indian Ocean
12540,Indian Ocean
12541,Indian Ocean
12542,Indian Ocean
12543,Indian Ocean
12544,Indian Ocean
12545,Indian Ocean
12546,Indian Ocean
12547,Indian Ocean
12548,Indian Ocean
12549,Indian Ocean
12550,Indian Ocean
12551,Indian Ocean
12552,Indian Ocean
12553,Indian Ocean
12554,Indian Ocean
12555,Indian Ocean
12556,Indian Ocean
12557,Indian Ocean
12558,Indian Ocean
12559,Indian Ocean
12560,Indian Ocean
12561,Indian Ocean
12562,Indian Ocean
12563,Indian Ocean
12564,Indian Ocean
12565,Indian Ocean
12566,Indian Ocean
12567,Indian Ocean
12568,Indian Ocean
12569,Indian Ocean
12570,Indian Ocean
12571,Indian Ocean
12572,Indian Ocean
12573,Indian Ocean
12574,Indian Ocean
12575,Indian Ocean
12576,Indian Ocean
12577,Indian Ocean
12578,Indian Ocean
12579,Indian Ocean
12580,Indian Ocean
12581,Indian Ocean
12582,Indian Ocean
12583,Indian Ocean
12584,Indian Ocean
12585,Indian Ocean
12586,Indian Ocean
12587,Indian Ocean
12588,Indian Ocean
12589,Indian Ocean
12590,Indian Ocean
12591,Indian Ocean
12592,Indian Ocean
12593,Indian Ocean
12594,Indian Ocean
12595,Indian Ocean
12596,Indian Ocean
12597,Indian Ocean
12598,Indian Ocean
12599,Indian Ocean
12600,Indian Ocean
12601,Indian Ocean
12602,Indian Ocean
12603,Indian Ocean
12604,Indian Ocean
12605,Indian Ocean
12606,Indian Ocean
12607,Indian Ocean
12608,Indian Ocean
12609,Indian Ocean
12610,Indian Ocean
12611,Indian Ocean
12612,Indian Ocean
12613,Indian Ocean
12614,Indian Ocean
12615,Indian Ocean
12616,Indian Ocean
12617,Indian Ocean
12618,Indian Ocean
12619,Indian Ocean
12620,Indian Ocean
12621,Indian Ocean
12622,Indian Ocean
12623,South Pacific Ocean
12624,South Pacific Ocean
12625,South Pacific Ocean
12626,South Pacific Ocean
12627,South Pacific Ocean
12628,South Pacific Ocean
12629,South Pacific Ocean
12630,South Pacific Ocean
12631,South Pacific Ocean
12632,South Pacific Ocean
12633,South Pacific Ocean
12634,South Pacific Ocean
12635,South Pacific Ocean
12636,South Pacific Ocean
12637,South Pacific Ocean
12638,South Pacific Ocean
12639,South Pacific Ocean
12640,South Pacific Ocean
12641,South Pacific Ocean
12642,South Pacific Ocean
12643,South Pacific Ocean
12644,South Pacific Ocean
12645,South Pacific Ocean
12646,South Pacific Ocean
12647,
12648,
12649,
12650,
12651,
12652,South Pacific Ocean
12653,South Pacific Ocean
12654,South Pacific Ocean
12655,South Pacific Ocean
12656,South Pacific Ocean
12657,South Pacific Ocean
12658,
12659,
12660,
12661,
12662,
12663,
12664,
12665,
12666,
12667,
12668,
12669,
12670,
12671,South Pacific Ocean
12672,South Pacific Ocean
12673,South Pacific Ocean
12674,South Pacific Ocean
12675,South Pacific Ocean
12676,South Pacific Ocean
12677,South Pacific Ocean
12678,South Pacific Ocean
12679,South Pacific Ocean
12680,South Pacific Ocean
12681,South Pacific Ocean
12682,South Pacific Ocean
12683,South Pacific Ocean
12684,South Pacific Ocean
12685,South Pacific Ocean
12686,South Pacific Ocean
12687,South Pacific Ocean
12688,South Pacific Ocean
12689,South Pacific Ocean
12690,South Pacific Ocean
12691,South Pacific Ocean
12692,South Pacific Ocean
12693,South Pacific Ocean
12694,South Pacific Ocean
12695,South Pacific Ocean
12696,South Pacific Ocean
12697,South Pacific Ocean
12698,South Pacific Ocean
12699,South Pacific Ocean
12700,South Pacific Ocean
12701,South Pacific Ocean
12702,South Pacific Ocean
12703,South Pacific Ocean
12704,South Pacific Ocean
12705,South Pacific Ocean
12706,South Pacific Ocean
12707,South Pacific Ocean
12708,South Pacific Ocean
12709,South Pacific Ocean
12710,South Pacific Ocean
12711,South Pacific Ocean
12712,South Pacific Ocean
12713,South Pacific Ocean
12714,South Pacific Ocean
12715,South Pacific Ocean
12716,South Pacific Ocean
12717,South Pacific Ocean
12718,South Pacific Ocean
12719,South Pacific Ocean
12720,South Pacific Ocean
12721,South Pacific Ocean
12722,South Pacific Ocean
12723,South Pacific Ocean
12724,South Pacific Ocean
12725,South Pacific Ocean
12726,South Pacific Ocean
12727,South Pacific Ocean
12728,South Pacific Ocean
12729,South Pacific Ocean
12730,South Pacific Ocean
12731,South Pacific Ocean
12732,South Pacific Ocean
12733,South Pacific Ocean
12734,South Pacific Ocean
12735,South Pacific Ocean
12736,South Pacific Ocean
12737,South Pacific Ocean
12738,South Pacific Ocean
12739,South Pacific Ocean
12740,South Pacific Ocean
12741,South Pacific Ocean
12742,South Pacific Ocean
12743,South Pacific Ocean
12744,South Pacific Ocean
12745,South Pacific Ocean
12746,South Pacific Ocean
12747,South Pacific Ocean
12748,South Pacific Ocean
12749,South Pacific Ocean
12750,South Pacific Ocean
12751,South Pacific Ocean
12752,South Pacific Ocean
12753,South Pacific Ocean
12754,South Pacific Ocean
12755,South Pacific Ocean
12756,South Pacific Ocean
12757,South Pacific Ocean
12758,South Pacific Ocean
12759,South Pacific Ocean
12760,South Pacific Ocean
12761,South Pacific Ocean
12762,South Pacific Ocean
12763,South Pacific Ocean
12764,South Pacific Ocean
12765,South Pacific Ocean
12766,South Atlantic Ocean
12767,South Atlantic Ocean
12768,South Atlantic Ocean
12769,South Atlantic Ocean
12770,South Atlantic Ocean
12771,South Atlantic Ocean
12772,South Atlantic Ocean
12773,South Atlantic Ocean
12774,South Atlantic Ocean
12775,South Atlantic Ocean
12776,South Atlantic Ocean
12777,South Atlantic Ocean
12778,South Atlantic Ocean
12779,South Atlantic Ocean
12780,South Atlantic Ocean
12781,South Atlantic Ocean
12782,South Atlantic Ocean
12783,South Atlantic Ocean
12784,South Atlantic Ocean
12785,South Atlantic Ocean
12786,South Atlantic Ocean
12787,South Atlantic Ocean
12788,South Atlantic Ocean
12789,South Atlantic Ocean
12790,South Atlantic Ocean
12791,South Atlantic Ocean
12792,South Atlantic Ocean
12793,South Atlantic Ocean
12794,South Atlantic Ocean
12795,South Atlantic Ocean
12796,South Atlantic Ocean
12797,South Atlantic Ocean
12798,South Atlantic Ocean
12799,South Atlantic Ocean
12800,South Atlantic Ocean
12801,South Atlantic Ocean
12802,South Atlantic Ocean
12803,South Atlantic Ocean
12804,South Atlantic Ocean
12805,South Atlantic Ocean
12806,South Atlantic Ocean
12807,South Atlantic Ocean
12808,South Atlantic Ocean
12809,South Atlantic Ocean
12810,South Atlantic Ocean
12811,South Atlantic Ocean
12812,South Atlantic Ocean
12813,South Atlantic Ocean
12814,South Atlantic Ocean
12815,South Atlantic Ocean
12816,South Atlantic Ocean
12817,South Atlantic Ocean
12818,South Atlantic Ocean
12819,South Atlantic Ocean
12820,South Atlantic Ocean
12821,South Atlantic Ocean
12822,South Atlantic Ocean
12823,South Atlantic Ocean
12824,South Atlantic Ocean
12825,South Atlantic Ocean
12826,South Atlantic Ocean
12827,South Atlantic Ocean
12828,South Atlantic Ocean
12829,South Atlantic Ocean
12830,South Atlantic Ocean
12831,South Atlantic Ocean
12832,South Atlantic Ocean
12833,South Atlantic Ocean
12834,South Atlantic Ocean
12835,South Atlantic Ocean
12836,South Atlantic Ocean
12837,South Atlantic Ocean
12838,South Atlantic Ocean
12839,South Atlantic Ocean
12840,South Atlantic Ocean
12841,South Atlantic Ocean
12842,South Atlantic Ocean
12843,South Atlantic Ocean
12844,South Atlantic Ocean
12845,South Atlantic Ocean
12846,South Atlantic Ocean
12847,South Atlantic Ocean
12848,South Atlantic Ocean
12849,Indian Ocean
12850,Indian Ocean
12851,Indian Ocean
12852,Indian Ocean
12853,Indian Ocean
12854,Indian Ocean
12855,Indian Ocean
12856,Indian Ocean
12857,Indian Ocean
12858,Indian Ocean
12859,Indian Ocean
12860,Indian Ocean
12861,Indian Ocean
12862,Indian Ocean
12863,Indian Ocean
12864,Indian Ocean
12865,Indian Ocean
12866,Indian Ocean
12867,Indian Ocean
12868,Indian Ocean
12869,Indian Ocean
12870,Indian Ocean
12871,Indian Ocean
12872,Indian Ocean
12873,Indian Ocean
12874,Indian Ocean
12875,Indian Ocean
12876,Indian Ocean
12877,Indian Ocean
12878,Indian Ocean
12879,Indian Ocean
12880,Indian Ocean
12881,Indian Ocean
12882,Indian Ocean
12883,Indian Ocean
12884,Indian Ocean
12885,Indian Ocean
12886,Indian Ocean
12887,Indian Ocean
12888,Indian Ocean
12889,Indian Ocean
12890,Indian Ocean
12891,Indian Ocean
12892,Indian Ocean
12893,Indian Ocean
12894,Indian Ocean
12895,Indian Ocean
12896,Indian Ocean
12897,Indian Ocean
12898,Indian Ocean
12899,Indian Ocean
12900,Indian Ocean
12901,Indian Ocean
12902,Indian Ocean
12903,Indian Ocean
12904,Indian Ocean
12905,Indian Ocean
12906,Indian Ocean
12907,Indian Ocean
12908,Indian Ocean
12909,Indian Ocean
12910,Indian Ocean
12911,Indian Ocean
12912,Indian Ocean
12913,Indian Ocean
12914,Indian Ocean
12915,Indian Ocean
12916,Indian Ocean
12917,Indian Ocean
12918,Indian Ocean
12919,Indian Ocean
12920,Indian Ocean
12921,Indian Ocean
12922,Indian Ocean
12923,Indian Ocean
12924,Indian Ocean
12925,Indian Ocean
12926,Indian Ocean
12927,Indian Ocean
12928,Indian Ocean
12929,Indian Ocean
12930,Indian Ocean
12931,Indian Ocean
12932,Indian Ocean
12933,Indian Ocean
12934,Indian Ocean
12935,Indian Ocean
12936,Indian Ocean
12937,Indian Ocean
12938,Indian Ocean
12939,Indian Ocean
12940,Indian Ocean
12941,Indian Ocean
12942,Indian Ocean
12943,Indian Ocean
12944,Indian Ocean
12945,Indian Ocean
12946,Indian Ocean
12947,Indian Ocean
12948,Indian Ocean
12949,Indian Ocean
12950,Indian Ocean
12951,Indian Ocean
12952,Indian Ocean
12953,Indian Ocean
12954,Indian Ocean
12955,Indian Ocean
12956,Indian Ocean
12957,Indian Ocean
12958,Indian Ocean
12959,Indian Ocean
12960,Indian Ocean
12961,Indian Ocean
12962,Indian Ocean
12963,Indian Ocean
12964,Indian Ocean
12965,Indian Ocean
12966,Indian Ocean
12967,Indian Ocean
12968,Indian Ocean
12969,Indian Ocean
12970,Indian Ocean
12971,Indian Ocean
12972,Indian Ocean
12973,South Pacific Ocean
12974,South Pacific Ocean
12975,South Pacific Ocean
12976,South Pacific Ocean
12977,South Pacific Ocean
12978,South Pacific Ocean
12979,South Pacific Ocean
12980,South Pacific Ocean
12981,South Pacific Ocean
12982,South Pacific Ocean
12983,South Pacific Ocean
12984,South Pacific Ocean
12985,South Pacific Ocean
12986,South Pacific Ocean
12987,South Pacific Ocean
12988,South Pacific Ocean
12989,South Pacific Ocean
12990,South Pacific Ocean
12991,South Pacific Ocean
12992,South Pacific Ocean
12993,South Pacific Ocean
12994,South Pacific Ocean
12995,South Pacific Ocean
12996,South Pacific Ocean
12997,
12998,
12999,
13000,
13001,
13002,
13003,South Pacific Ocean
13004,South Pacific Ocean
13005,South Pacific Ocean
13006,
13007,
13008,
13009,
13010,
13011,
13012,
13013,
13014,
13015,
13016,
13017,
13018,South Pacific Ocean
13019,South Pacific Ocean
13020,South Pacific Ocean
13021,South Pacific Ocean
13022,South Pacific Ocean
13023,South Pacific Ocean
13024,South Pacific Ocean
13025,South Pacific Ocean
13026,South Pacific Ocean
13027,South Pacific Ocean
13028,South Pacific Ocean
13029,South Pacific Ocean
13030,South Pacific Ocean
13031,South Pacific Ocean
13032,South Pacific Ocean
13033,South Pacific Ocean
13034,South Pacific Ocean
13035,South Pacific Ocean
13036,South Pacific Ocean
13037,South Pacific Ocean
13038,South Pacific Ocean
13039,South Pacific Ocean
13040,South Pacific Ocean
13041,South Pacific Ocean
13042,South Pacific Ocean
13043,South Pacific Ocean
13044,South Pacific Ocean
13045,South Pacific Ocean
13046,South Pacific Ocean
13047,South Pacific Ocean
13048,South Pacific Ocean
13049,South Pacific Ocean
13050,South Pacific Ocean
13051,South Pacific Ocean
13052,South Pacific Ocean
13053,South Pacific Ocean
13054,South Pacific Ocean
13055,South Pacific Ocean
13056,South Pacific Ocean
13057,South Pacific Ocean
13058,South Pacific Ocean
13059,South Pacific Ocean
13060,South Pacific Ocean
13061,South Pacific Ocean
13062,South Pacific Ocean
13063,South Pacific Ocean
13064,South Pacific Ocean
13065,South Pacific Ocean
13066,South Pacific Ocean
13067,South Pacific Ocean
13068,South Pacific Ocean
13069,South Pacific Ocean
13070,South Pacific Ocean
13071,South Pacific Ocean
13072,South Pacific Ocean
13073,South Pacific Ocean
13074,South Pacific Ocean
13075,South Pacific Ocean
13076,South Pacific Ocean
13077,South Pacific Ocean
13078,South Pacific Ocean
13079,South Pacific Ocean
13080,South Pacific Ocean
13081,South Pacific Ocean
13082,South Pacific Ocean
13083,South Pacific Ocean
13084,South Pacific Ocean
13085,South Pacific Ocean
13086,South Pacific Ocean
13087,South Pacific Ocean
13088,South Pacific Ocean
13089,South Pacific Ocean
13090,South Pacific Ocean
13091,South Pacific Ocean
13092,South Pacific Ocean
13093,South Pacific Ocean
13094,South Pacific Ocean
13095,South Pacific Ocean
13096,South Pacific Ocean
13097,South Pacific Ocean
13098,South Pacific Ocean
13099,South Pacific Ocean
13100,South Pacific Ocean
13101,South Pacific Ocean
13102,South Pacific Ocean
13103,South Pacific Ocean
13104,South Pacific Ocean
13105,South Pacific Ocean
13106,South Pacific Ocean
13107,South Pacific Ocean
13108,South Pacific Ocean
13109,South Pacific Ocean
13110,South Pacific Ocean
13111,South Pacific Ocean
13112,South Pacific Ocean
13113,South Pacific Ocean
13114,South Atlantic Ocean
13115,South Atlantic Ocean
13116,South Atlantic Ocean
13117,South Atlantic Ocean
13118,South Atlantic Ocean
13119,South Atlantic Ocean
13120,South Atlantic Ocean
13121,South Atlantic Ocean
13122,South Atlantic Ocean
13123,South Atlantic Ocean
13124,South Atlantic Ocean
13125,South Atlantic Ocean
13126,South Atlantic Ocean
13127,South Atlantic Ocean
13128,South Atlantic Ocean
13129,South Atlantic Ocean
13130,South Atlantic Ocean
13131,South Atlantic Ocean
13132,South Atlantic Ocean
13133,South Atlantic Ocean
13134,South Atlantic Ocean
13135,South Atlantic Ocean
13136,South Atlantic Ocean
13137,South Atlantic Ocean
13138,South Atlantic Ocean
13139,South Atlantic Ocean
13140,South Atlantic Ocean
13141,South Atlantic Ocean
13142,South Atlantic Ocean
13143,South Atlantic Ocean
13144,South Atlantic Ocean
13145,South Atlantic Ocean
13146,South Atlantic Ocean
13147,South Atlantic Ocean
13148,South Atlantic Ocean
13149,South Atlantic Ocean
13150,South Atlantic Ocean
13151,South Atlantic Ocean
13152,South Atlantic Ocean
13153,South Atlantic Ocean
13154,South Atlantic Ocean
13155,South Atlantic Ocean
13156,South Atlantic Ocean
13157,South Atlantic Ocean
13158,South Atlantic Ocean
13159,South Atlantic Ocean
13160,South Atlantic Ocean
13161,South Atlantic Ocean
13162,South Atlantic Ocean
13163,South Atlantic Ocean
13164,South Atlantic Ocean
13165,South Atlantic Ocean
13166,South Atlantic Ocean
13167,South Atlantic Ocean
13168,South Atlantic Ocean
13169,South Atlantic Ocean
13170,South Atlantic Ocean
13171,South Atlantic Ocean
13172,South Atlantic Ocean
13173,South Atlantic Ocean
13174,South Atlantic Ocean
13175,South Atlantic Ocean
13176,South Atlantic Ocean
13177,South Atlantic Ocean
13178,South Atlantic Ocean
13179,South Atlantic Ocean
13180,South Atlantic Ocean
13181,South Atlantic Ocean
